text,sentiment
@sandy195850 Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,neutral
Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL,sadness
I lafff the rain,love
@mmuhlig24 that's cute.  mmmk see you in like 5 minutes.,neutral
"@PotterEntourage I'm glad you threw the tantrum!  I was going to, but I don't know her well enough yet   Was she apologetic, darn her!?",worry
@BBismyBB aww...you're such a softy...I can only imagine you a mess of tears at your own wedding...you won't even be able to talk,neutral
"@kkaleal my hubby's a vet, so we 'get' that animals are like children!! all the best! hope ur biz is going well",love
I have so much stuff in my car that I can just feel my MPG going in the toilet.,worry
@MovieTFan: Well that is just completely lame. I'm sorry dude.,sadness
just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG,worry
@theboycharlie ooooo sooooo wanna swap my day is well boring revising for looming uni exams,worry
"Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via @kaihellyeah)",neutral
Watching the fight video.  Still shots of me breaking his nose to come soon.  Austin D. has some pretty good commentary.,worry
"I wanna go home, but I can't cause the customers won't leave... And my boss won't let me leave either",worry
"@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",neutral
i just found a crack in my baking bowl...milk spilled everywhere,neutral
@Japes_76 haha.  weird?!?  no sunshine for us,worry
"I need to get in a good, hard workout today after work, I feel like I've been slacking! No good",sadness
I have no friends,sadness
@moefugger drag me to hell looks so freakin scary  watch terminator! it was really good.,fun
staring at the sunshine through my office window!,happiness
"Watching GH. I feel so bad for Carly.  OMG, so fucked up.",worry
Ewwwy. Just did campus cleanup for community service.,sadness
@romrod,neutral
"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH",boredom
Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,hate
The sun is breaking through the clouds!...and now it's covered up again.,sadness
@V_Simmons everyone has their mistakes to make and lessons to learn. Don't let the negativity get to you.,worry
Has that sinking feeling that it's all about to go t*ts up.....bracing myself for the comedown,worry
@justamedicine  That was stone cold   Crazy....  ?,neutral
lapit na ko magout. lapit na fated to love you.hehe  http://plurk.com/p/rrj4e,love
At branding iron with drea! White boubous and cowgirls can get down! Haha crunk! For the next couple hours! Haha fun times!,neutral
stocked for tonight,neutral
@kate38381849 aww. can you tell her to follow me?,neutral
working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,love
@AngelicaV1 Your birthday? WELL Happy birthday,surprise
Off today! No wonder I love Mondays!  Movie theatre....here I come.,enthusiasm
"I'm getting sick of this exam kinda thing. Well, that's life",neutral
Getting all annoyed cos this weekend's going to be hot. I'm bloody working,enthusiasm
@jeweljk I can't get it to load for me.,worry
@JennLovesM5 yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that's mine too!!,neutral
Nighty night Twits! Tty in the morning...,happiness
@gjo26 why am I weird?,worry
"midnight cry.. wish the person I wanted, wanted me right now",worry
@dorzki you right  *feel,neutral
*shriek* Bee almost flew here from window. I'm not afraid of spiders or zombies in my dreams..But I run when bee is in same room with me.,worry
Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better,happiness
Went outside and picked flowers with Marina! i love picking flowers haha,happiness
Okay one of my ears popped so now I know what everything sounds like and everything is reall loud,neutral
is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters,neutral
@rafikakikukeko of couuuurse fika  i'll pray thes best for you then.,happiness
Today just fucking sucks for me!!,worry
E3 2009 will be the first time I will not get to see G4TV's E3 coverage since Comcast moved the  G4 channel from basic cable to premium,worry
I'm sitting around wanting to do something  any ideas?,neutral
Jogged in the forest with Nina. Heavy wind reminded I need to set up some turbines: free electricity.,fun
10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,sadness
Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive,hate
Got into the show early. Jackson's chillen. Lil shorty,neutral
"@govinda108 um that's really scary, please be safe!  Btw ill be in orlando next week",worry
"@krithin btw, short notice I know, but we're RSVPing no for your party- thanks so much for the invitation, though!  I'm out for 2nite too",neutral
dont get to see my boys tomorroww.im sad,sadness
@francecino its alright babes &gt;&lt; boo. im gonna leave agaiiiiin,surprise
"@razorbackrandy If I am... so are U, my friend.  HA!  But the thing is... WE make old look GOOD!",fun
I'm SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,fun
@sadknob living quite so close to RAF boulmer that might not be a good thing,worry
Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!,sadness
@AnimalBehavior_ sorry  i dead ass was gonna do that,sadness
I hate crowds   http://tr.im/mONi,hate
"@420thoughts I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",worry
is hopeful!,surprise
back from my nice hot shower      i am wishing that brent was my older brother,fun
"@leischen1shows always come up when we have the money least, it's the rotten law of averages",sadness
Ha! I think I really have lost it. Time to get ready for work.,neutral
"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though.",sadness
Why are you hiding behind the clouds mr. Sun,worry
I'am back to Tweetie 1.1.1.,worry
http://twitpic.com/4wmoa - yeyy..,love
says aw byebye  will pspPlurk later  http://plurk.com/p/rqy0y,empty
@dreamergirl822 it's really gutwrenching.  So sad,worry
@Prince_Aries Me and that person have something in common then! LOL jk....,happiness
Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then,happiness
Maybe going apartment shopping with Ashley?,empty
"I do feel bad for the nice people there though, just not whover it was that said we were out of line",sadness
I'm realizing I'm horribly awkward.,neutral
back from driving and now back to bed,fun
"@bmoney389 Lmao, when I was camping, the water in the shower was well water and just smelt nasty",worry
"ending my evening on the best note.  i will love you forever, tweets.",love
@emiug how is your coding going?,empty
"@Yassak you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",sadness
just sad that i wont be able to post my new fic this morning...,sadness
@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez,neutral
Is watching the cat in the hat,neutral
@justin_roe oh well.  I've never seen him do anything before so I'm not gonna say anything.,neutral
Mo williamssssss,neutral
@Blo0dsta1ned i know my mom is going up there monday with me to get it changed. i'm so upset,neutral
I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,boredom
@courtpet oh sweet! I'll definitely check it out when I get the chance...,sadness
@solobasssteve I'm with you there - filing is so much less fun than sorting cos you still have to look at it &amp; hunt down details,boredom
sometimes spam leaks in to the message board.,neutral
"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often",neutral
"@shananaomi yippee, darling girls. Love you sooooo much  and so thrilled you found each other!",love
i just watched Marley &amp; Me...i cried so hard!,sadness
@bktassava I am lost. Please help me find a good home.,worry
just got home from the last day of school.  graduation tomorrow.,surprise
@bonobo_fr Yes I saw the Village but the restaurant in the Village Square has a sign above it that reads &quot;Digestif.&quot;,worry
@NLtommy nope  don't think I will. Thnx for asking lol I will be fine,worry
I'm getting back into @taylorswift13 again,enthusiasm
cotton candy milkshake,neutral
"@davepenny47 Actually, I also thought Mother's Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say",worry
Breaking the daily build broke my daily plan as well,empty
"@MsEsquire hmm, interesting... i think im on the way to that club too",fun
Going to get some strawberries for the champagne tonight!,happiness
@JENakaGorgeousB happy mother's day to your mom,love
"@MissCritta I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time.",neutral
"@Tmptd2Touch thnx 4the support girl, ppl b like ooh u shouldn't say that, but why can't we say something that we honestly feel u know ...",neutral
"Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work.",neutral
"@PerezHilton hey perez! good luck! well, i'm still planning for a big present to be given for my mom! i love you mom!",sadness
@johnataylor She should keep her crown and shut her mouth!   Then she'll know what non-judgmental means!,hate
"Ach I'm back on t'internet, and @lucypaw has to go drive her mate somewhere so is w'out internet",neutral
"@invalid_reality damn, you're gonna feel that tomorrow, or tonight. Coffee = laxative.  How's the writing coming?",worry
"i want my WOOSOO like now plz  i gant wait, knowing she's so close is driveing me NUTTS",love
@atkailash I know,neutral
@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?,enthusiasm
Next weeks dlc is fail  Can't wait for Maiden in two weeks though ;),worry
Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work,worry
@cheesygiraffe aww. I hope you feel better soon.,worry
@Pressrecordmag oh i like this idea,neutral
"I can't go out when my heart is home sick  even if it is my bday, family health comes 1st",worry
@cwpicketandco It's pretty warm out now! I forgot K was sick though.,love
@Jon_Aston Still looking  I filled out quite a few applications last week and once I get home I'll continue.,enthusiasm
must start twitting,neutral
@The_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can't be lazy without the links...LOL,worry
Rest In Peace  ADaM 12 &amp; GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,sadness
